eOthello_game_id,winner,game_moves
316861,1,f5d6c3f4f6d3c6g6e6c5c4e7e3b3b4d7g5g3f3h4c7g4h3b6d8c8f8e8b8h2b5a5a4a3a7e2d2d1f2g1h5h6c2a6a2g2f1e1h1c1b1b2a1b7h7g7a8g8h8f7
303295,-1,f5f6e6f4g6d6g4f7c6e7e8g5f8h3c4h6d3c5e3f3b5e2e1d7d8d2d1c2b3c3b4c1b1f2g7c7b6h8g3f1g1g8h7c8h4h5g2b2a2b8b7a4a6a5a3a1h2h1a7a8
315946,1,f5d6c3d3c4f4f6f3e6e7c6c7d2c2e2b6e3b3b4f1e1c5b5c1d1f2d7d8f8e8f7a3a5g8g5g3g4a4b7h4c8a8b8g6g7a7a6h7g2h1g1b2h5h3h6a1b1a2h8h2
311714,1,c4c3d3c5b4d2d6c6f4e6b5b6b3f6f5e3c2g3g4f3d1a5g5e2g6a4f1e1c1f2e7a3h3g2h2f8d8e8g8f7d7c7c8b2a2b7a6a7a8b8g7h8h7h6h5h4a1b1h1g1
313519,1,f5f4e3d6f3g5f6g4e6d2d3e7g3e2h6h4h5h7h3h2c4c5c7g6c3d7b6c2f2f1d1b3b4c6e1c1b5a6f8e8d8a3f7c8b8b7a8a7a5a4b2b1a2g7g8h8h1g2g1a1
314788,-1,c4c3d3c5b4d2d6c6e6f6c2e2e1f5f2b3b5e3b6c1f4d1b1a4a5a3a2g3g4h3g5h4h5f3h2g6c7e7d7d8c8f7f8b7e8a6h6a1b2f1g2g1a8h7h8h1a7b8g7g8
308814,-1,f5f6e6f4g6d6g4f7d3e3c5c4g3g5c3h3f3h6c6b5e7b6d7d8b4c8h4h5a5e2d2c7f1f2g7a3e8b3a6h8h7c1d1e1b1c2g1g2a4a2a1g8b2f8h1h2b8a7a8b7
300416,1,f5d6c3d3c4f4f6g5e6c5f3f7e7g3e3e2g4d2c2f8h6b5b4h4h5g6h3f2c7d7c8d8a6b3a3c1c6b6a7g2h2b8h7g7h8g8e8b7a8a4a5h1g1f1e1d1b2a2a1b1
314651,-1,f5f6e6f4g5e7f7d6e8h6c6g6g4f8g8h3c4c5d3e3e2d7b5b3c3d2f2f3e1c1a3g1c2b1g2b6d1a4b4c7h5h1a1d8c8h4g7f1a5b2g3a2h2h8h7b8b7a8a7a6
314383,-1,e6f6f5f4g5e7f7d6f3g6d8h5e3d7c6d3g4f2e8c5e2c7h4h3g3h2f1h6g7d2c1c8c2g2c3c4b3b4a4d1e1b5h1g1a6a5b6a3a2b2h7f8g8h8a1b1b8b7a7a8
308917,-1,f5d6c3d3c4f4f6f3e6e7c6c5b5b6d7e3b4c7f8a5e8d8c8a3d2e2b3g5g4c2a4a6b2h4h3h2h5h6g3f2b1a1a2c1g6h7e1d1f1g2h1g1h8g7g8f7b7b8a8a7
310945,1,f5f6e6d6c5e3e7c7d7c6d3f4b6e8e2b5g3f3g4a6g5h5f7g6c8d8f8c3h4d2c1f1d1f2h6h2c2c4b4a4b3e1b2a3a2a1b1g8h3b8h1g2g1h7h8g7a8a7b7a5
315254,-1,f5f6e6f4f3c5c4e3g5c6d3d6g4c3f7d2e7f2f1g3e2h4h5h6c1g6h3h2b5b4a4b3b6a3c7d7a5a6g7c8d8c2g2h1g1h8g8e8f8h7b1e1a2a1b2d1a7a8b8b7
315239,-1,f5f4e3d6f3g4d3e2c5d2c3f6g5e6f2c4g3h3f7h6d7c6b5b3e1b4b6c7c1a4a6e8c2e7g6f8g7f1a2a3a5b7a8a7b8a1c8d8b2h8h7g8g2d1b1h2h4h5h1g1
305519,0,f5f6e6f4e3c5c4e7c6e2f3f2g5g4h4h3h2h6g6d6g3c3e8h5h7d7c8f8f7g7c2b5a5b4b3a4d3d2d1b6a6a3a2d8h8b8e1c7b7c1b1f1g2a1b2a7g1g8a8h1
311031,-1,c4c3f5b4d3e3f2f3e2f4c5d2a3a5b3b5c2f6g6c6d6e6g5d1a4b6e1f1g3c1c7d7f7e7f8c8d8h3a6b7b1a1a8b2b8a2h2h4g2g4g1h1e8h5g7a7h6h7h8g8
310941,1,f5f6e6f4e3c5g5d6g6h6f7h5e7g4f3g3d3d8e8c2c8d2c6b6c4f8b5a5d7b3g8c3e2e1b4a3d1f1f2c1h3g1a6h4g2c7a4a7b1h1h2a1b8b2a2b7a8g7h7h8
306249,-1,f5d6c3d3c4f4f6f3e6e7c6g6g5f7g3c5b6b5d7e3g4h3h6h4h5c8h2c7b3b4a4a5c2e2f2d2a3c1a6f1g2b7a7h1d1h7a8b8g1e1d8e8f8g7b2a2a1b1g8h8
306229,-1,f5d6c3d3c4f4f6g5e6d7e3c5f7e7b5e2g6g4c6c7f8d2h5e8c2h4d8c8b8b6d1f3b4a5a4a3a6a7b3e1h3a2f1g7g3b1h8f2b2g8g1a1h7h6c1g2h1h2b7a8
308918,-1,f5f6e6f4g3d6g5f3e3d3c4e2c3g4g6h5h4h6h7h2c5c6g7f7e8f8g8d7e7c7b6b4b5f2d2e1a3c2b3b7c8d8a8b8f1h3h1d1c1a4a5h8g2a2a1g1b2a7a6b1
303724,1,f5f6e6d6c5e3e7c4f4d7d3c6c3f7b4g3g4f3b6h3c7b5a6d2g5b3h4a4a5a3a2h6h5g6c2c1e2c8f2f1d1e1b2a1b1a7d8f8e8h7h8g8g7g2b7a8b8h2h1g1
308079,1,f5f6e6d6c5f4d7c4c3c7e7c6d3b4f7b5e3f3b3c2d2d8e8c8a6a5a3a4b6e1d1c1e2f1g4g3b8f2b7h5g2g8h4h2h3g5h1g1h6a8a7f8b1a2a1b2g6g7h8h7
306239,1,d3c3c4c5f6f5e6f3b6b5f4e2a5g4g3d6c6g5h5e7d7b4c7d8c8h4h6h7h3h2g6b8e3a6e8f8a3d2b3a4a7f7g7b7c2b1e1b2a8f1a1a2c1f2d1h8g8g2g1h1
298770,-1,c4c3d3c5b4d2d6c6f4e6b5b6b3f6f5e3c2g3c7a4g4a5f3e2e1g6a6a7d1d7d8e7f2g5h6h5h2f1f7c8a3a2g1b1g2h3c1h1g7f8e8h8b7a8b8b2h4h7g8a1
307308,1,c4c3d3c5d6f4f5d2f3d7c7e7c6b5b4e3a6e6c2b3e1a3a5b6d8e2f1g4f8f2g5f6a7h6g6c1h3h4g1h7g2f7h5e8a4a8b7b8c8h1h2g3d1g8b1a1b2a2h8g7
305758,-1,f5f6e6f4e3c5g5d6g6h5e7g4c6d7c4b5f7d8e8b4c8f8g8c7b8h6d3c3g3f2d2h4h3g7f3c2b6d1f1e1a5a4a3e2h8h7b3g1c1g2a6b7a8b1h1h2a1a7b2a2
301654,1,f5d6c3d3c4f4f6f3e6e7c6g6g5c5b5b6d7h6d2c7e3f2e2a5d8b4b3f8f7c1d1a3g3g4e1h3g2g8c8h1c2f1g1b2a2e8h8a1b1g7h7b8a6b7a8a7h5h4a4h2
305108,-1,f5f6e6f4g5e7e3f3d3c3f7d7d8c4d6h5e2d2g6c7c5b6d1c6b5c2c8c1a6f1b1b7b3h6g3f2h4h3g7a3b2a5a4b4g4a1e1a2g2a7a8h1g1h8h7h2g8f8e8b8
306465,0,f5f6e6f4g3d6g5f3e3d3c4e2c3d2d1g4h4e1f1c5g6h5h6f2c1h3g1g2b6g7h8h7f7g8f8d7c6e8c8b4d8b5a5a4a3e7b3a7c7b7a6a2b8a8b2a1c2b1h2h1
301204,-1,f5f6e6f4g5e7e3f3f7d7c5d3g4g3g6c3c4d6e8b6b5c6c8d8b4h4h6h3e2h5f2c2d2h7c1f1c7e1a5b7g2h1h2g1h8g8a6d1f8a8b8a7a3a4g7a2a1b1b2b3
300254,-1,f5f6e6f4e3c5c4e7c6e2f3f2g5g4h4h3h2h6g6d6g3c3d3b4e8f7c7d8d7f8b6a6b3b5a5c2d2c1b7h7g1f1e1b2d1h1b1a2g8h5g7a1g2h8a3a8a7a4b8c8
292746,-1,d3c3c4c5d6f4f5d2f3d7c6c7b5b4a4e3e2g4b6a3c1a6a5f6g3e6h4d1e1f2e7h5h6d8f8f1g1c2b1b3h3g5e8c8b8f7b2a1a2h1g8h2g2b7g7h7g6h8a8a7
299732,-1,e6f6f5f4g5e7e3f3c5d3g4g3g6c3c4d6f7b6b5c6b4f8c7d7f2e2d1a3a4a5h3b3d2c2c1h6e8b2a6h5h4g7h7h8g8b1a1a2h2g2d8c8h1g1b8b7f1e1a7a8
299841,-1,f5f6e6f4e3c5c4e7b5e2f2d2f3g4g5d6h3d3c6b3c3g6a3h6h5b6d7a5a6c2a4f7d8e8f8c8b8c7b4f1g3g7b1c1d1e1g1b2h7h4h8g8b7a8a1a2a7g2h2h1
297579,1,f5d6c3d3c4f4f6f3e6e7c6g6g5f7g3c5b6d7d2b5e3h5a6g4c7f2h4e2e1f1d1c1c2b1g2a4e8c8b4h1g1d8f8g8a1h2h3a3a5a7b3a2b2g7a8b7b8h8h7h6
296349,-1,d3c3c4c5f6f5e6f3b6b5f4e2d6e3b3b4a4a5a6c6a3g4d2c1d1e1g5e7f7g3h4c2f1g1h3d7d8e8c8c7f8f2b2g2b8b7b1a1a8h6h5a7h1a2h7h2g6g7h8g8
293064,1,f5d6c3d3c4f4f6g5e6c5f3e3g4b5e2h4h3d2b4c2f2f1h6h2c7g3c6e1b3a5a6b6a4f7e7e8d7d8b2a3c1d1a2h5h1b7a7a1b1g6c8a8b8h7g7h8g8f8g1g2
296695,-1,f5d6c3d3c4f4f6g5e6d7e3c5f7e7b5e2g6g4c6c7f8e8c8b6d8f3b4d2h5a5a3a6a4b7b3b8c2c1b2b1h3h4f1f2g1g2h1h6g3h2h7g8d1e1a1a2a8a7h8g7
299785,1,f5d6c3f3d3f4f6c4e3e2g4e6d2g5b4h3g6g3h5f7h4b5c2d1c1f2h2h6h7a4f1b1e7f8c5b3c7d7c6c8e1g7a1g1b2g2a2a3a6b6a5a7b7h8g8e8d8h1b8
286051,-1,f5d6c3d3c4f4f6g5e6d7e3c5f7e2g6b4g4c6b3b5d2e7f3h3h4g3f1h5h6h7e8d8c8c7a6a5b8f8g8f2a3b6a4b7g2h2a8a7g7h1g1c1c2d1e1h8b1b2a2a1
286033,-1,f5f6e6f4e3c5c4e7c6e2f3f2g5g4h4h3h2h6g6d6g3c3d3b4d1f1c7d7b5a6a5a4f8e8b6h7c8g8f7d2c2b3a3a2c1e1g2h1h5g1h8g7d8b1b2a7b7a1b8a8
293191,-1,f5f6e6f4c3c4d3c6c5d7e3d6c7b6d8b5b4f3f7e7f8f2e2a3g3g4f1c8a4a5a6e8a2g8h4e1d1g5h5h6h7g6d2h2g7g2b7b8h1h3g1a8a7a1b3c2h8b1c1b2
293706,1,e6f6f5f4g6d6c6e7d8b6f3g5g4h3g3e3d7h4b5f7e8h5a6h6c5f8d3c4g8c3g7c7b4c8b3a3c2a5d2e2f1a4a2d1f2b2a1e1c1b1a7h8b8g2h1g1h2b7a8h7
292257,1,f5f6e6d6c5e3e7c6f7g4c7g6c4d7d3c2f3c3d2e1e2b6b3b5g5f4b4g3h4h3d8h5f2f8d1c1a5c8a6e8b7f1g2a4h2a8b8a7a3a2b2h1g1a1h7g7b1h6h8g8
292629,-1,f5f6e6f4e3c5c4e7c6e2f3f2g4g5h5d6d7b5g6d8b6c3f8d3g3c7a5e8f7g8d1e1b4c1g1f1b1d2c2h6b8h4h2b2g7h7a1b3a2h8g2c8b7h3a8a7a6a4a3h1
278090,1,f5d6c3d3c4f4f6g5e6f7c7c5g3e3d2d7c6b4f2c2e8b5f3e7b6a6a3a5a4a2b3e1b7e2g6g4h5f1g2h4h2h6g1f8g8h1h3g7h8h7d8a8a7b8a1c8b1c1b2d1
288637,-1,e6f6f5d6c5e3d3g5f3b5b6b4c6d7e7f4g4f7c7c4h5c3g6c8e8f8d8h6a5a4a3a6a7b7d2b3a2h3h4d1c1b1c2e1e2f1f2g1a8b8g7h8g2h1h7g8b2g3h2a1
287585,1,f5d6c3d3c4f4f6g5e6f7c7c5g3e3d2c6f3e2g4f2f1e1d1b4b3c1b1c2e7d8d7b6a5a4b5a6e8c8b8f8g8h3h6h5g1g2h1h2h4g6h7b7a8a7a3a2b2a1g7h8
291047,-1,e6f6f5f4g5e7e3f3c5d3g4g3g6c3c4d6f7b6b5c6b4f8d8h4c7d7e8h5a6b3g8a4d2e2c2c1a5a3a2b8d1e1f1g1b2f2h3h2c8h8g2h1h6b7a7a8a1b1g7h7
278087,1,f5f6e6f4c3c4d3c6d6c5e3f3b3b4g4g5e2f2g3h3f1d2c2a3f7e7h6h4b5g6a5a4a6a7c7d7d8b6e8c8b8g8b7b2h7h5h2b1c1e1d1g1a1a8a2f8h1g2g7
285389,1,f5f6e6d6c5f4d7c4c3c8d3c7e7f7g5c6e8d8b8d2b6h4e2c2d1b3e3f3b4f1c1a4e1b5a3f2g1a2a5b2g3g4h6h5h3a6b7a7a8g6h7g7h8b1a1h2g2h1f8g8
280333,-1,d3c3c4c5b4d2d6c6f4e6b5b6b3f6f5e3e2c2f3g6g5f1e1d1b1a3a5c1g1a6a7h5d7e7e8f7a4a8c7g4g3f2h3f8h6h4b2a1a2h1g8b8b7d8c8h8g2h2g7h7
279074,1,f5d6c3d3c4f4f6g5e6c5f3f7e7f8e3e2d2b4e8g6h6d8f1h4d7c2g4d1b6b5c6c8a5h3a3c7c1e1f2a4b7a8b3a7a6g3h5h7g7b2a2a1b1g2h1h8b8h2g1g8
281254,1,f5d6c3d3c4f4f6g5e6c5f3f7e7e3g4b4e2c2c7g6h5c6d7c8d2f8h6d1d8e8b3g3a4h4h3e1f1g1f2b5c1b1g7g2a5b6h1h2g8a6a1a3a2b2a7h8h7b7b8a8
278553,-1,f5f6e6f4e3c5g5f3g6e7g3f7d3g4c4b3b4a3b6c3c2b5c6d6d7c8a5c7h5a4a6h6a2h4e8e2h3f8d8d2f1d1h7g7c1e1f2b2h8g8a1b1b8h2g2a8h1g1a7b7
285227,-1,f5d6c3d3c4f4f6g5e6f7c7c5g3e3d2e7c6b5d7b4f3b6b3c2c1e2f1f2a3a4e8h3g1f8g8d8c8b7g6g4h6h5h2e1b2h1d1g2a6a8a5a7h4h7g7a2b1a1b8h8
275766,-1,f5d6c3d3c4f4f6g5e6c5f3g3e3e2g4f7e7d2c2h4h3h5h6b5g6b4f8c1f2g7e1g1f1d1c7c6d7c8b3a4a2h7a6a3a5h2b6d8e8g8b7a8b8a7h8a1h1g2b1b2
285075,1,d3c3c4c5d6f4f3e6c6d2f6e3f5d7b4e7c7b3b5a5a4a6b6a3e2g6d8e8f8c8b8a7g5f7g8h4h5h6f2e1f1c2d1g3g4g2h2g7h8b7h3h7a8h1g1c1a2b2b1a1
285575,1,f5f6e6f4e3c5g5g3g4f3c4d6f2h4h3e2h6h5d3c6f1b3b4c3b5d2b6d1c1e1c2b2c7a4g2a5h2e7a1b1a2a3a6c8f7d7g6b7f8d8e8g8g7h8h7h1g1a8b8a7
278784,1,d3c3c4c5b4d2c2e3d1a3a5b3f4f2e2c1b1f3f5g4g3h3g5e1f1h6b6a4a2c6e6a6a7b5d7f7d6d8h4h5c7c8e7h2f6g2g6e8b2g7h8g8f8a1b7g1h1a8b8h7
281303,-1,e6f6f5f4f3c5c4e3g5c6d3d6g4c3f7g6e7h5c7e8h4h3g3d2f8h6e2d8d7g8c1h2b6b4b3b5c8b8a6a4g7a5a3f2f1g2b7h7h1h8d1e1a8a7a2b2g1c2b1a1
281206,1,f5d6c3d3c4f4f6g5e6e7c7c5d7e3c6b5b4f7g6a3b3b6h4d2f8e8c8d8a5a6a7g7g4h7c2c1f2f3b7a4e2e1f1h3g3h5d1h2g2h1g1a8b8g8a2a1h6b2h8b1
279307,1,f5f6e6d6c5f4d7c4c3c7e7c6d3d8c8b5e8b6g3e3f8b4d2g4a5f2f7e2b3a4a3a6g6d1a7c2b2h4c1h7h5h6g7a2a1b1g5h8b7a8f3g2b8g8h1g1h2f1h3e1
281324,1,f5f6e6f4e3c5g5g4g6h6f3g3d3d7c4b3c6e7b4a3f7d2e2f8h4h5d6h3b5c7a4d1g7a5a6h8b6a7d8f2e8c3g2g1h1h2g8c8h7e1f1c2c1b1b2a1a2a8b8b7
273520,1,f5d6c3d3c4f4f6g5e6d7e3c5f7e7c6b6d8b5g3f2e2g4b4c8e8c7h5h6h3g6h4a3f3c2d2f1d1c1e1h2g7g2h1h8h7g1b2b3a2a1b1g8f8a4a5a7b7a6a8b8
281183,-1,d3c3c4c5d6f4f5d2f3d7c6c7b4b5b3e3a6a4b6f6e2c2a3a5f7f1e6f2e8d8e7b7a8b8b2g3e1a1a2d1g4h5h4h3g6a7c8g5g1h1h6g2h2h7g7h8g8f8c1b1
279010,-1,f5f6e6f4e3c5c4e7c6e2f3f2g4g5h5d6d7b5b4h6e8d3g3h3h4b6a5c7c3a3d2a6a4d8c8f7f1f8g8g6e1g7g2c2b3h1h2c1h7h8b2g1b7b8a2a8a7a1b1d1
279829,1,f5d6c3d3c4f4f6g5e6d7e3c5f7e7b5f8g6g4h5b4b6c6c8e8a5a3h3a7b3e2f2d2f3a2d8b8a6a4c7g1c1d1e1h6f1b1c2h4h7g7h8g8a8b7a1b2h1g3g2h2
281279,-1,d3c3c4e3d2b4b3c5f3c2a5d1f4b5f6f5e6d6g4f2f1g5c1h3e1e2a6d7b6a4a3c6g3h2h6h5f7e7g7g6d8c8f8h8h7g8e8b1a1c7h4g1b7g2h1b8a8a7b2a2
276506,-1,f5d6c3d3c4f4f6g5e6c5f3g3e3b4b3e2g4d2c7g6h5h6h4h3c6b5a4a6f2a2c1d1a3a5f1e1c2f7f8d7b7b6d8e7g7e8c8a8a7b8h7g2a1b1g1b2h2h1g8h8
276507,1,d3c3c4c5b4d2d6c6e6f6c2e2e1f5e3a4d7e7b3f2f3f4b6b5c7a7g6g5a3a2a5a6f8f1h5g4f7h4h3h6h7g3h2d1b1c1g1g7h8g2h1b8c8d8e8g8a8b7a1b2
279569,-1,e6f6f5f4g5e7e3f3c5d3f2e2g4g3g6c3d7c6d8h4c7h5h3h2d1b5a4f1c2c4b4c1b6b3d2e1h6h7d6f7f8a6a5a3g7a7b1a1a2b2a8h8g8e8c8b8b7g2g1h1
278881,1,f5f6e6f4e3c5g5g3g4f3c4h4e2h3d6d7e7c7g6d2d3e1f2c6d8f1h5c8f7e8f8g8b4c2c3h6d1c1g2a3g1b3b1h1b2a1b5a6b6a7a2h2a5a4a8b8b7h8g7h7
279095,-1,e6f6f5f4g5e7e3f3c5d3g4g3g6c3c4d6f7b6b5c6b4f8d7c8f2e2d1c7h3e1c2d2f1h5h7h6h4c1g7a3a4a5b1b3b2h8g8h2g2a1d8e8a2g1b7a6a8a7b8
273729,-1,f5d6c3d3c4f4f6g5e6d7e3c5f7e7c6f8d8c8e8b5g3b6c7b4g4b3h5c2a5d2e2a6a4g6a7f1d1f3h6h4h3b1b7a8b8a3e1c1f2g1g2h1h2h7g7g8h8a2b2a1
270521,1,f5d6c3d3c4f4f6f3e6e7c6g6g5f7g3g4h4c5d2d7e3c7f8e8h5f2d8c8h6h3b8b4b3c2g8e2h2g7b6b5a3a5f1a4e1a6a7d1g2h1g1h7h8b7a8a2b2a1b1c1
277370,1,f5f6e6f4g5e7f7d6c5g6c7h6c3c6c4d7d8b5f8b3b6a6a4a5a3e8b4e3d3e2a7c2d1b1c1e1d2a2a1b2f1b7c8f2g2b8a8g1h1h2g8g7h8h7h5h4h3g4g3f3
276128,1,d3c3c4c5b4d2c2e3d1a3a5b3c6a4a2d6e6b5f4c1b1e2e1f2a6f5f3g3h3f7b6b7c7d7f1g2h1b2f6g6e7g5h4g7h6h5g4g1a1h2a8e8a7b8c8d8f8h8h7g8
275226,1,f5d6c3d3c4f4f6g5e6d7e3c5f7e7g6g4b5h6e8d8f8g8f3c6h3a4h4b4a3h5a5c7h7b3a6b6a7c2a2e2e1f1g1d2f2g3h2b2a1b1c8b7h8g2d1c1h1g7b8a8
266001,-1,f5f6e6f4e3c5c4e7c6e2f2d2f3g4e1d3h4g5h5c3d1b4g3c2d6g6d7f7b5c8h6b3a5c7a2f1g1c1b1a4a3b6e8d8a6f8g2h3g7h8g8h7b8a8b7a7a1b2h2h1
275109,-1,f5f6e6f4e3c5c4e7c6e2f3f2g5g4h4h3g6h5g3h6f1d3d7d6c7d8d1h2c8f7f8e8g8h8h7g7h1b3g2b4c2d2c1b5c3e1a6b2a4a2a3a1b1a5b6a7b7a8b8g1
275508,1,f5d6c3d3c4f4f6f3e6e7c6g6g5f7g3h5g4e3h6h4h3b5b4c5f2d7d2e2c2d1f1e1c1a3f8b3e8d8c8c7b8g7b6a6b7b2a5a4h8g8a1b1a2h2h1g1g2a8a7h7
274062,1,f5f6e6f4e3c5g5g3g4d6f7f2e2h3g6h6e7f3d3e8f1f8h5h4c4c6c3d7b5d1g7d2e1c1b1b6c2a5g8b4b3h8a4a3h7g1h1b2h2a1a2b7a8g2a7a6c7b8c8d8
267709,-1,f5d6c3d3c4f4f6g5e6f7c7c5g3e3d2c6f3e2g4f2f1h5h4e1d1h3e7d8d7b6b5c8a6b4a5a3b3b7g6a7h6h7a8b8e8a2g1b2c2c1a1b1a4h1h2g2h8g7f8g8
269176,1,f5f6e6f4e3c5c4e7c6e2f3f2g5g4h4h3h2h6g6d6g3d3d2c1c2c3f7h7c7f8e8d8g2d7c8b8b3b6f1b4a4a5b5e1h5h1g1a6a7a2g8h8g7b7a8a3a1b1b2d1
270944,1,f5d6c3d3c4f4f6f3e6e7c6g6g5g4d2f7e3d7d8c8b8c7b6e2f1c5f2c1d1b5a6b4a5a3e8c2g3f8g8e1b1h2h4h6h3a7a8b7h5a4a2g7b2a1h1g1b3g2h7h8
271107,-1,d3c3c4c5d6f4f5d2f3d7c6c7b4b5b3e3a6a4b6f6e2c2d1e6e7d8a2a3a5f7g6g5h6g4h5h3g3f1f2e1g1h4h2g7c1b2c8b8g8f8a1b1e8h8b7h7h1g2a7a8
272548,1,e6f6f5f4f3c5c4e3d3d6b5c6g4a4g5b4b6g3a5a6f7e7e8h4h5h6g6f8h3h2g8h7d8d2c7b3e2c2c3f1e1d1g2c8b8h1a3a2b7a8f2h8g1d7a7a1c1b1b2g7
269421,1,f5d6c3d3c4f4f6g5e6c5f3e3g4f7e7g6h6f2e2e8g3h4h3h2f8g8b6b5a6e1d2d1c2b4c1a5f1g2h5h7a4a3a2b3h1g1b2a7a8b1a1b7h8d8d7c8c7g7b8c6
267371,-1,f5d6c3d3c4f4f6g5e6c5f3e3g4f7e7b5e2g6h6b3c7h5h4c6f8c8d7d8b4h3h2g3a6e8h7g8b6d1f2f1c2a4a5a3a2d2b7a8b8a7b2a1e1g1h1g2h8g7c1b1
273873,1,f5f6e6d6c5e3e7c4f4d7d3c3c6f8c7b5b4b6e8a5c8g4f7g5a3g6a7b3h6g7a2a6a4d8g8b7h5h4h8h7h3g3g2h2h1g1f1b2b8a8b1a1c1d1c2d2e1e2f3f2
262133,1,f5d6c3d3c4f4f6g5e6c5f3f7e7g3g4b5e3h4h3f8h6d2h5e2b4c2f2a4e1g6d1g1f1c1b3a3d7d8h7g2e8g8h8g7b2a2a1b1h1c8c7b7b8a8a7b6c6h2a6a5
272549,1,c4c3d3c5f6f5e6f3d6c6e3f4g4g5e2c7d7d2f2e1f1h3g6f7h5h4e7c2g3h6f8d1c1c8b5b4b6h2e8d8b8a4b1a5a3a2b3b2a7g7g8g2b7a6a1a8h8h7h1g1
266761,1,f5d6c3d3c4f4f6g5e6d7e3c5f7e7c6f8d8e2f2d2f3c2e8g3d1c1f1b5e1b6g8g1g6h6g4h3a5b3b4a6a3a4g7a2b2c8b8g2h5h7h1a1b1h4c7h2b7a8h8a7
270291,-1,f5f6e6f4g3d6g5f3e3d3c4e2f2g4c3h6h4f1c6h2d1c5d7e1e7c1d2g6b5c2h3h5g2b3a3b4g7a4a5h7a2h8f7e8d8c8c7b8b7a8b6a7a6a1f8g8g1h1b2b1
267502,1,f5d6c3d3c4f4f6g5e6d7e3g6g3c5b6b5a6f3g4e2c6a5a4c7h5h6h7d2c2b3e7e8b4d1f2a3a2g1f7h4h3b7b2g2a8a7b8a1c8d8f8g8b1c1h2g7e1f1h8h1
251716,1,f5d6c3d3c4f4f6g5e6f7c7c5g3e3d2e7c6c1e1c2f2f3e2h3d7b5b4a4a3a2g6b3a6d1f1g1h4b6d8c8g4f8b7e8a5a8a7b8a1h7h6h5b2b1h1g7g2h2h8g8
270292,1,f5d6c3d3c4b5b4f4f6f3e3e2d2e6g3f2c5c6g4g5h6g6a6h5h4c1f1e1g2b6d1h1g1h2h3h7a7a4a3a2d7e7b7c7a5a8b3b2c2b1a1g7f7h8g8e8f8d8c8b8
266849,1,f5f6e6f4e3c5g5f3g6d7g3h5d3g4e7d6h6h7h3c2c8f8d8f7c3e8c4c7g8f2e2b4b3d2b5b6a5a6f1c6a4b7a7a2e1c1g7d1g2g1h4a8h8b8a3b2a1b1h1h2
263407,-1,e6f6f5f4g5e7f7d6f3g6d8h5e3d7c3d3c4c5c8b5c7g4c6e2d2f8e1b6g3b3b4a3a6a5h4e8b7f2f1h6a4c2a7c1h7g7d1g1h8g8a2b1g2h1b2a1h2h3a8b8
265489,-1,f5f6e6f4g6d6c6e7f8b6a6c7d8e8c5d7e3f7g3h6g5h5h4h3g7h8c4g8g4c8h7g2h2h1g1f1f2f3e2e1d1d2b3c3d3b2b8b7a1a2a3c2c1b5a4b4a7a8a5
258380,-1,c4c3d3c5d6f4f5d2f3d7c6c7b4b5b3e3a6a4d1a3b6e2c2e1f1c1b1f6f2e6a5a7e7f8f7g6d8e8g8c8b8g5h5b2b7h6g7h8h7a8a1g4h4g3a2h3h2h1g2g1
263018,-1,d3c3c4c5b4d2c2e3f4b3a4c1d1e2b1f5c6a3a2b6f6a5a6b5e6d6e7g3g4e1f1f3h2f2g1h5h3g6g5h6b2f7f8h4h7e8d8a1d7h1a7b7h8g2g7g8b8a8c8c7
264366,1,f5f6e6f4e3c5g5g3g4f3c4d6f2e2d3c6g6h4h3h5h6f1b5b3b4a5d1e1g1d2c1c2b1c3a3g2a4a2f7f8g7g8h7b2e8d8e7d7h8b6c8c7h2h1a1b7b8a8a7a6
262311,1,f5d6c3d3c4f4f6g5e6c5f3e3g4f7e7g6h6b4e2d2d7f8c1h5h4c8c2f1d1e1g1f2h7g3b3a3h3g7e8d8h2g2h1g8h8b2b8c7c6b7b6a6a7a8b1a5b5a4a2
253033,-1,f5f6e6f4g6d6g4f7c6e7f8h4e3c7f3g5h3h2h5h6c8d8e8d3c4d7c5c3d2e2g3b3b5b4e1a6c2b6g7f2f1g2a5a3a7h8h1d1h7g8c1b8a4a8b7b2a2a1b1g1
263352,1,f5f6e6f4e3c5c4e7c6e2f3f2g5g4h4h3h2d3d2c3d6b5g3h6d1f1b4c2b3c7b6c1e1a5f7g6e8d8c8d7f8a4a2b7a8a3b8g7h7g1h5h8h1g2g8a1a7a6b1b2
262506,-1,c4c3d3c5d6f4f5d2f3d7c6c7b4b5b3e3d1e2c2a4a6b6f1f6a5a7e6g5e7d8f8e8g3g4h4f2e1g8h5a3b2g6b8h6h7g7h8c8f7h3h2g2g1h1a2a1b7a8c1b1
261167,-1,f5d6c3d3c4f4f6g5e6d7e3c5f7e7b5f8g6g4h5h4h6h7c6f3c8e2f2d2e8c2d1c1d8b8e1f1g2g7g3b6c7a4a5h1g1b3b4a3h8h2b2a6h3a1a7a8b7g8b1a2
257170,1,d3c3c4c5b3e3b5c2e2d2c6f1e6d6f4f5d7b4f2g4f3a6g6g5f6g3d1b6e1a3g1c7a5f7a4h6c8b1g2b2c1h1a1b7a2e8d8b8a8a7e7f8g7g8h8h7h5h3h4h2
